Numéro notice,Titre,Titre Article,Auteurs,Auteurs collectifs,Collection,Volume,Numéro,Date,DateDébut,DateFin,Édition,Collation,Éditeur,Lieu,Notes,Régions,Sujets
2755,Rapport préliminaire de la recherche sur l'accès au postsecondaire en français hors Québec : l'opinion des jeunes et les appuis existants,,"NADEAU, Richard",,,,,1989,1989-01-01,1989-12-31,,,Fédération des jeunes Canadiens français,Ottawa,,,Éducation|Post-secondaire|Populations|Jeunes
2756,Vers l'égalité des chances : l'éducation post-secondaire en français hors Québec,,,,,,,1988,1988-01-01,1988-12-31,,54 p.,Fédération des jeunes Canadiens français,Ottawa,"Positions respectives de la Fédération des jeunes Canadiens français, de la Fédération des francophones hors Québec et de la Commission nationale des parents francophones présentées devant le Comité permanent du Secrétariat d'État étudiant le dossier postsecondaire, à Ottawa, le 19 mai 1988.",,Éducation|Post-secondaire|Populations|Jeunes
2757,Vie française,Comment le Nouveau-Brunswick a répondu à ses francophones en matière d'éducation,"FINN, Jean-Guy|ELLIOT, G. F.",,,,7-8-9,1981,1981-01-01,1981-12-31,,pp. 4-22,,,,Acadie,Éducation|Administration
2758,Rapport du comité sur l'organisation et les frontières des districts scolaires du Nouveau-Brunswick,,,,,,,1979,1979-01-01,1979-12-31,,"215, 195 p.",Comité sur l'organisation et les frontières des districts scolaires du Nouveau-Brunswick,Frédéricton,,Acadie,Éducation|Administration
2759,Jalons pour une réflexion sur l'éducation universitaire adaptée aux besoins des minorités francophones,,"FRENETTE, Normand",,,,,1989,1989-01-01,1989-12-31,,,Centre de recherches en éducation franco-ontarienne,Toronto,,Ontario,Éducation|Post-secondaire
2760,Enquête sur les besoins des enseignantes et des enseignants franco-ontariens en matière de formation initiale et continue : Rapport,,"FRENETTE, Normand|COURTE, Bernard|WELCH, David",,,,,1987,1987-01-01,1987-12-31,,,Conseil de l'éducation franco-ontarienne,Toronto,Rapport soumis au Conseil de l'éducation franco-ontarienne.,Ontario,Éducation|Personnel
2761,La classe et son environnement dans les écoles franco-ontariennes,,"CHURCHILL, Stacy|FRENETTE, Normand|HANNA, G.",,,,,1985,1985-01-01,1985-12-31,,"xi, 308 p.","Gouvernement de l'Ontario, ministère de l'Éducation",Toronto,,Ontario,Éducation|École
2762,Historique de l'enseignement français en Ontario 1676-1976,,"GODBOUT, Arthur",,,,,1976,1976-01-01,1976-12-31,,95 p.,Université d'Ottawa,Ottawa,,Ontario,Éducation|Histoire
2763,Réforme scolaire : l'école polyvalente 1965-1985,,"GODIN, Alcide",,,,,1987,1987-01-01,1987-12-31,,68 p.,Chaire d'études acadiennes,Moncton,,Acadie,Éducation|Administration
2764,Revue canadienne des langues vivantes = Canadian Modern Language Review,L'évolution de l'éducation française au Manitoba,"HÉBERT, Raymond",,,34,3,1978,1978-01-01,1978-12-31,,pp. 348-363,,,,Ouest|Manitoba,Éducation|École
2765,Le capital linguistique et les stratégies ethniques : l'école de langue française en milieu minoritaire,,"HELLER, Monica",,,,,1988,1988-01-01,1988-12-31,,,Centre de recherches en éducation franco-ontarienne,Toronto,,Ouest,Éducation|Pédagogie|Sociologie|Identité
2766,Le rôle de l'école de langue française dans la formation de l'identité française à Toronto,,"HELLER, Monica|SWAIN, Merrill",,,,,1985,1985-01-01,1985-12-31,,,"Secrétariat d'État, Direction du multiculturalisme",Ottawa,,Ontario,Éducation|École|Sociologie|Identité
2767,"La migration et l'immigration francophones en Ontario : leur incidence sur l'éducation, l'assimilation et la mobilité sociale",,"HELLER, Monica",,,,,1986,1986-01-01,1986-12-31,,,Centre de recherches en éducation franco-ontarienne,Toronto,Document préparé pour l'Étude de la démographie et son incidence sur la politique sociale et économique.,Ontario,Éducation|École|Géographie|Territoire|Langue|Comportement
2768,Revue de l'Association canadienne d'éducation de langue française,"L'éducation en français en Alberta : faut-il en parler au passé, au futur ou au présent?","LACOMBE, Guy",,,11,1,1983,1983-01-01,1983-12-31,,pp. 32-36,,,,Ouest|Alberta,Éducation|École
2769,L'ambition démesurée : enquête sur les aspirations et les représentations des étudiants et des étudiantes francophones du Nord-Est de l'Ontario,,"LAFLAMME, Simon|DENNIE, Donald|GAUTHIER, Yvon",,"Collection universitaire, série études",,,1990,1990-01-01,1990-12-31,,194 p.,Institut franco-ontarien,Sudbury,,Ontario,Éducation|Post-secondaire|Sociologie|Solidarité|Populations|Jeunes
2770,Pour une politique de l'enseignement des langues dans les écoles publiques francophones du Nouveau-Brunswick,,"LANDRY, Rodrigue",,,,,1985,1985-01-01,1985-12-31,,,"Gouvernement du Nouveau-Brunswick, ministère de l'Éducation",Frédéricton,,Acadie,Éducation|École
2771,Revue de l'Association canadienne d'éducation de langue française,Pour un plan de développement de l'éducation française au Canada des années 1990,"LAPIERRE, Édouard J.",,,16,1,1988,1988-01-01,1988-12-31,,pp. 25-34,,,,,Éducation|Administration
2772,Les voies de l'avenir franco-ontarien,Éducation. Se défendre ou créer? Créer ensemble ou séparément,"LAPOINTE, Maurice",Association canadienne-française de l'Ontario,,,,1988,1988-01-01,1988-12-31,,,Association canadienne-française de l'Ontario,Ottawa,"Actes du colloque les voies de l'avenir de l'Association canadienne-française de l'Ontario tenu à Ottawa les 23, 24 et 25 septembre 1988.",Ontario,Éducation|École
2773,Bilingual Education: A Challenge for Canadian University in th 90's,,"LEBLANC, A.",,,,,1986,1986-01-01,1986-12-31,,,"University of Manitoba, Continuing Education Division",Winnipeg,,Ouest -Manitoba,Éducation|Post-secondaire|Langue|Comportement
2774,L'éducation en français dans les provinces où le français est langue minoritaire : à la recherche de l'excellence!,,"LEMAN, Marc",,,,,1985,1985-01-01,1985-12-31,,,"Bibliothèque du Parlement, Division des affaires politiques et sociales",Ottawa,,,Éducation|École
2775,"Demain, la francophonie en milieu minoritaire",L'enseignement/apprentissage du français langue maternelle en contexte minoritaire : les enjeux d'une pédagogie de la communication,"LENTZ, François","THÉBERGE, Raymond|LAFONTANT, Jean",,,,1987,1987-01-01,1987-12-31,,,Centre de recherche du Collège Saint-Boniface,Saint-Boniface,,Ouest,Éducation|École
2776,Bibliographie : la recherche sur les femmes francophones et l'éducation au Canada (1975-1986),,"MAINGUY, Clémence",,,,,1986,1986-01-01,1986-12-31,,44 p.,Réseau national d'action-éducation des femmes,Ottawa,,,Généralité|Référence|Populations|Femmes
2777,Revue de l'Association canadienne d'éducation de langue française,"Connaissance des communautés francophones du Canada par la présentation d'un bilan en éducation de langue française, des acquis, des problèmes rencontrés et des luttes à poursuivre","MARION, Fernand",,,13,1,1985,1985-01-01,1985-12-31,,pp. 18-21,,,,,Éducation|École
2778,Revue de l'Association canadienne d'éducation de langue française,Profil de la francophonie d'Edmonton et opinions des francophones sur l'éducation française,"MARTEL, Angéline",,,16,2,1988,1988-01-01,1988-12-31,,pp.21-35,,,,Ouest|Alberta,Éducation|École|Langue|Comportement
2779,Les Cahiers de la femme,Resserrer l'étau du reflet et de l'ombre,"MARTEL, Angéline",,,7,4,1986,1986-01-01,1986-12-31,,pp. 94-97,,,,,Éducation|École
2780,Éducation et francophonie,L'accès à l'éducation pour les femmes francophones du Canada,"MAZZUELLI, Claire",,,,1,1989,1989-01-01,1989-12-31,,pp. 19-22,,,,,Éducation|École|Populations|Femmes
2781,Langue et société,Les francophones de Toronto dirigent enfin leurs écoles,"MÉTIVIER, Marie-Josée",,,,26,1989,1989-01-01,1989-12-31,,pp. 31-32,,,,Ontario,Éducation|Administration
2782,Langue et société,Le Collège de Saint-Boniface : l'accueil dans la fidélité,"MOLGAT, Jean-Paul",,,,20,1987,1987-01-01,1987-12-31,,pp. 28-29,,,,Ouest|Manitoba,Éducation|Post-secondaire
2783,Copenhagen Studies in Bilingualism,Should the French-Canadian Minorities Open their Schools to the Children of the Anglophone Majority?,"MOUGEON, Raymond","BÉNIAK, Édouard",,,,1988,1988-01-01,1988-12-31,Volume 5,,Multilingual Matters,Clevedon,,,Éducation|École
2784,Revue canadienne des langues vivantes = Canadian Modern Langage Review,"Le problème des élèves anglo-dominants dans les écoles ontariennes de langue française : acquisition, emploi et enseignement du français","MOUGEON, Raymond|BÉNIAK, Édouard|CANALE, Michael",,,41,,1984,1984-01-01,1984-12-31,,pp. 336-352,,,,Ontario,Éducation|École|Langue|Comportement
2785,Minority Language Schooling in English Canada : The Case of the French-Ontarians,,"MOUGEON, Raymond|HELRAND, P.|CANALE, Michael",,,,,1977,1977-01-01,1977-12-31,,,Centre d'études franco-ontariennes,Toronto,,Ontario,Éducation|École
2786,Clik,Conflits scolaires,"OUELLETTE, Michel",,,2,8,1988,1988-01-01,1988-12-31,,pp. 16-17,,,,,Éducation|École
2787,Revue de l'Association canadienne d'éducation de langue française,"Bilan sommaire des acquis, des problèmes et des revendications dans le domaine de l'éducation dans les provinces de l'Atlantique","PAILLARD, Gilles",,,13,1,1985,1985-01-01,1985-12-31,,pp. 28-38,,,,Acadie,Éducation|École
2788,Revue de l'Association d'éducation de langue française,Vers une école française en Colombie-Britannique,"PASQUIER, Régine",,,16,1,1988,1988-01-01,1988-12-31,,pp. 21-22,,,,Ouest|Colombie-Britannique,Éducation|École
2789,Femmes d'action,"J'ai oublié mes lunettes, lis pour moi","PICHÉ, Micheline",,,17,2,1988,1988-01-01,1988-12-31,,pp. 13-14,,,,,Populations|Femmes|Éducation|Pédagogie
2790,Mémoire présenté au comité permanent du Secrétariat d'État,Le postsecondaire et les femmes francophones au Canada,Réseau national action-éducation-femmes,,,,,1988,1988-01-01,1988-12-31,,,s.n,Ottawa,,,Éducation|Post-secondaire
2791,Revue de l'Association canadienne d'éducation de langue française,"Le développement de l'éducation française aux niveaux primaire, secondaire et universitaire","RIOUX, Jean-Guy",,,15,1,1987,1987-01-01,1987-12-31,,pp. 4-7,,,,,Éducation|École
2792,Revue de l'Association canadienne d'éducation de langue française,Quelques initiatives et innovations au Manitoba,"ROY, Guy",,,11,1,1988,1988-01-01,1988-12-31,,pp. 17-18,,,,Ouest|Manitoba,Éducation|École
2793,Vie française,La Charte canadienne des droits et libertés : quelques inférences possibles sur les droits scolaires et linguistiques des minorités francophones hors Québec,"ROY, Michel",,,37,4-5-6,1983,1983-01-01,1983-12-31,,pp. 10-22,,,,,Droit|École|Droit|Langue
2794,Les attentes éducatives de la population franco-manitobaine,,"RUEST, Paul R.",,,,,1987,1987-01-01,1987-12-31,,"viii, 361 p.",Université du Manitoba,Winnipeg,,Ouest|Manitoba,Éducation|École
2795,Femmes d'action,Des mots... pour l'écrire,"ST-CYR, Micheline",,,18,2,1989,1989-01-01,1989-12-31,,pp. 17-18,,,,,Populations|Femmes
2796,Opération loi scolaire,,"SAVAS, Daniel",,,,,1989,1989-01-01,1989-12-31,,26 p.,Fédération des Franco-Colombiens,Vancouver,,Ouest|Colombie-Britannique,Éducation|École
2797,Langues officielles dans l'enseignement,,,,,,,1986,1986-01-01,1986-12-31,,,Secrétariat d'État,Ottawa,Document préparé pour la Commission mixte permanente du Sénat et de la Chambre des communes sur les programmes et politiques en matière de langues officielles.,,Langue|Politique|Éducation|Pédagogie
2798,Systèmes scolaires et groupes minoritaires : étude de cas,,Centre for Research and Consultation,,,,,1982,1982-01-01,1982-12-31,,48 p.,CERECO,Winnipeg,,Ouest|Manitoba,Éducation|Administration|Sociologie|Identité
2799,Revue de l'Association canadienne d'éducation de langue française,L'éducation française définie par les Franco-Manitobains,"TAILLEFER, Jean-Marie|BISSON, Raymond",,,11,1,1983,1983-01-01,1983-12-31,,pp. 26-28,,,,Ouest|Manitoba,Éducation|École
2800,Étude complémentaire visant à vérifier les tendances des finissants des écoles secondaires françaises de 1981 à 1985,,"THÉBERGE, Raymond",,,,,1987,1987-01-01,1987-12-31,,,Centre de recherche du Collège Saint-Boniface,Saint-Boniface,,Ouest,Éducation|École
2801,La reconnaissance des acquis scolaires et expérientiels des femmes : une action à proposer,,"TREMBLAY, Andrée",,,,,1986,1986-01-01,1986-12-31,,47 p.,Réseau national d'action-éducation des femmes,Ottawa,Étude exploratoire,,Éducation|École|Populations|Femmes
2802,Évaluation du Programme des langues officielles dans l'enseignement,,"TYMM, Wayne|CHURCHILL, Stacy",,,,,1987,1987-01-01,1987-12-31,,,"Secrétariat d'État du Canada, direction de l'évaluation des programmes",Ottawa,Rapport final.,,Politique|Administration|Éducation|Administration
2803,Revue de l'Institut canadien d'éducation des adultes,"Gravelbourg, Saskatchewan, l'éducation populaire renforce l'identité francophone","VALLÉE, Bernard",,,11,4,1988,1988-01-01,1988-12-31,,pp. 6-7,,,,Ouest|Saskatchewan,Éducation|École
2804,Alpha-partage 1988 : l'alphabétisation et nous les Franco-ontariens : qui fait quoi?,,"WAGNER, Serge",,,,,1988,1988-01-01,1988-12-31,,"xi, 317 p.",Association canadienne-française de l'Ontario,Vanier,"Compte rendu du colloque organisé par l'Association canadienne-française de l'Ontario en collaboration avec la formation professionnelle, Ottawa les 13, 14 et 15 mai 1988.",Ontario,Éducation|Pédagogie
2805,Étude du milieu et analyse des besoins en alphabétisation des adultes,,"WAGNER, Serge",,Alpha communautaires chez les Franco-Ontariens,,1,1987,1987-01-01,1987-12-31,,"vi, 121 p.",Ministère des Affaires civiques et culturelles de l'Ontario,Toronto,,Ontario,Éducation|Pédagogie
2806,Situation socio-économique et satisfaction des chefs de ménage franco-ontariens,,"ALLAIRE, Yvon|TOULOUSE, Jean-Marie",,Recherche sur la situation économique des franco-ontariens,1,,1973,1973-01-01,1973-12-31,,"vii, 332 p.",Association canadienne-française de l'Ontario,Ottawa,,Ontario,Économie|Analyse
2807,Une communauté en colère : la grève contre Amoco Fabrics à Hawkesbury en 1980,,"ANDREW, Caroline",,Questionnements,,4,1986,1986-01-01,1986-12-31,,286 p.,Éditions Asticou,Hull,,Ontario,Sociologie|Économie|Sociologie|Travail
2808,Hors du Québec point de salut?,,"ARNOPOULOS, Sheila McLeod",,,,,1982,1982-01-01,1982-12-31,,287 p.,Libre Expression,Montréal,,,Sociologie|Économie
2809,Colloque en développement économique,,Association canadienne-française de l'Alberta,,,,,1980,1980-01-01,1980-12-31,,57 p.,Association canadienne-française de l'Alberta,Edmonton,,Ouest,Économie|Développement|Sociologie|Économie
2810,Économie domestique version révisée...,,"BÉLANGER, Gisèle",,,,,1987,1987-01-01,1987-12-31,,40 p.,Fédération nationale des femmes canadiennes-françaises,Ottawa,,,Sociologie|Économie|Populations|Femmes
2811,L'évolution de la situation socio-économique des francophones et non-francophones au Québec (1971-1978),,"Québec (Province). Office de la langue française|BERNARD, Paul|DEMERS, A.|RENAUD, J.|GRENIER, D.",,,,,1979,1979-01-01,1979-12-31,,,Office de la langue française,Québec,,,Sociologie|Économie
2812,En affaires... par alliance,,"BITTAR, Michelle",,,,,1987,1987-01-01,1987-12-31,,88 p.,Fédération nationale des femmes canadiennes-françaises,Ottawa,,,Populations|Femmes|Économie|Commerce
2813,L'évolution des disparités linguistiques de revenus de travail au Canada de 1970 à 1980,,"BOULET, Jac-André|LAVALLÉE, Laval",,Document/Conseil économique du Canada,,245,1983,1983-01-01,1983-12-31,,"xxix, 71 p.",Conseil économique du Canada,Ottawa,,,Économie|Analyse
2814,Le libre-échange et les femmes : jouer pour gagner,,"BRUNET, Lucie",,,,,1988,1988-01-01,1988-12-31,,40 p.,Fédération nationale des femmes canadiennes-françaises,Ottawa,,,Économie|Intégration|Populations|Femmes
2815,La pêche et les pêcheurs des provinces maritimes du Canada,,"CHAUSSADE, Jean",,,,,1983,1983-01-01,1983-12-31,,302 p.,Presses de l'Université de Montréal,Montréal,,Acadie,Économie|Commerce
2816,La situation économique des Franco-Ontariens : éclairage et lueurs d'espoir,,"CHOQUETTE, Ken",,,,,1980,1980-01-01,1980-12-31,,"35 p., annexes",Association canadienne-française de l'Ontario,Ottawa,"Rapport de fin de mandat, présenté à l'Association canadienne-française de l'Ontario et au ministère des Affaires intergouvernementales du Québec.",Ontario,Économie|Analyse|Sociologie|Économie
2817,"Revue du Centre interuniversitaire de recherche, d'information et d'enseignement sur les coopératives",Pêcheurs et coopération dans la péninsule acadienne,"CHOUINARD, Omer",,,19,2,1988,1988-01-01,1988-12-31,,pp. 39-64,,,,Acadie,Économie|Commerce|Sociologie|Économie
2818,Colloque sur le développement coopératif des francophones,,Conseil canadien de la coopération,,,,,1988,1988-01-01,1988-12-31,,117 p.,s.n,Hull,Compte rendu et rapport synthèse.,,Économie|Coopération
2819,Les effectifs coopératifs des francophones du Canada,,Conseil canadien de la coopération,,,,,1979,1979-01-01,1979-12-31,,,Centre de recherche du Collège de Saint-Boniface,Saint-Boniface,Rapport préliminaire.,,Économie|Coopération
